#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
nc_slr1731-as|31	1	75	0	0	0	0	0	0
nc_slr0366|27	1	76	0	0	0	0	0	0
nc_slr0358-as|30	1	76	0	0	0	0	0	0
nc_slr0301-as|0	1	75	0	0	0	0	0	0
nc_sll1525-as|32	1	73	0	0	0	0	0	0
nc_ncl1670|90	1	72	0	0	0	0	0	0
nc_sll0377|154	1	74	0	0	0	0	0	0
nc_slr0517-as|96	1	74	0	0	0	0	0	0
nc_sll1865|94	1	75	0	0	0	0	0	0
nc_slr0896|57	1	71	0	0	0	0	0	0
nc_ncr1690|75	1	73	0	0	0	0	0	0
nc_slr0309|40	1	76	0	0	0	0	0	0
nc_slr0807-as3|91	1	75	0	0	0	0	0	0
nc_slr0746|140	1	71	0	0	0	0	0	0
nc_sll1369-as|50	1	74	0	0	0	0	0	0
nc_slr1028-as3|6	1	75	0	0	0	0	0	0
nc_slr1043|74	1	75	0	0	0	0	0	0
nc_slr0084|90	1	75	0	0	0	0	0	0
nc_ncr0970|54	1	76	0	0	0	0	0	0
nc_sll0270|36	1	73	0	0	0	0	0	0
nc_slr1028-as2|75	1	74	0	0	0	0	0	0
nc_slr0872-as|18	1	76	0	0	0	0	0	0
nc_slr1462|57	1	71	0	0	0	0	0	0
nc_slr0721-as|44	1	73	0	0	0	0	0	0
nc_slr1575-as|30	1	71	0	0	0	0	0	0
nc_sll1372|94	1	73	0	0	0	0	0	0
nc_slr1575-as|36	1	71	0	0	0	0	0	0
nc_slr1403-as8|47	1	71	0	0	0	0	0	0
nc_sll0765-as|26	1	71	0	0	0	0	0	0
nc_sll1124-as2|5	1	73	0	0	0	0	0	0
nc_sll0938|45	1	75	0	0	0	0	0	0
nc_slr2083-as2|44	1	73	0	0	0	0	0	0
nc_ncl1650|23	1	72	0	0	0	0	0	0
nc_slr0953|157	1	73	0	0	0	0	0	0
nc_ssl1690|3	1	71	0	0	0	0	0	0
nc_slr1819|65	1	72	0	0	0	0	0	0
nc_ncr1570|29	1	76	0	0	0	0	0	0
nc_ncl0560|59	1	74	0	0	0	0	0	0
nc_sll1820|0	1	71	0	0	0	0	0	0
nc_ncl1060|56	1	75	0	0	0	0	0	0
nc_ncl0560|53	1	71	0	0	0	0	0	0
nc_sll0247-as|57	1	73	0	0	0	0	0	0
nc_ncr1570|22	1	73	0	0	0	0	0	0
nc_ncr1080|96	1	73	0	0	0	0	0	0
nc_slr0670|61	1	74	0	0	0	0	0	0
nc_sll1528-as2|22	1	72	0	0	0	0	0	0
nc_sll1594-as|1	1	76	0	0	0	0	0	0
nc_sll1732-as|43	1	72	0	0	0	0	0	0
nc_slr1266|52	1	73	0	0	0	0	0	0
nc_slr2076-as3|29	1	72	0	0	0	0	0	0
nc_slr1816-as|58	1	76	0	0	0	0	0	0
nc_slr0612-as|161	1	71	0	0	0	0	0	0
nc_ncr1460|41	1	76	0	0	0	0	0	0
nc_ncl0080|38	1	71	0	0	0	0	0	0
nc_ncr0370|45	1	72	0	0	0	0	0	0
nc_sll0368|30	1	75	0	0	0	0	0	0
nc_sll0297-as|53	1	73	0	0	0	0	0	0
nc_sll0860-as|45	1	71	0	0	0	0	0	0
nc_sll0895|2	1	74	0	0	0	0	0	0
nc_sll0759|30	1	76	0	0	0	0	0	0
nc_slr1776-as2|126	1	74	0	0	0	0	0	0
nc_slr0619-as|10	1	71	0	0	0	0	0	0
nc_slr2076-as3|68	1	76	0	0	0	0	0	0
nc_sll0540-as|32	1	74	0	0	0	0	0	0
nc_ncl1370|54	1	72	0	0	0	0	0	0
nc_slr1322-as|39	1	74	0	0	0	0	0	0
nc_ncr1450|0	1	73	0	0	0	0	0	0
nc_sll1770|74	1	71	0	0	0	0	0	0
nc_sll1184|77	1	75	0	0	0	0	0	0
nc_sll0306-as|71	1	74	0	0	0	0	0	0
nc_ncr0850|67	1	74	0	0	0	0	0	0
nc_sll0659-as|122	1	71	0	0	0	0	0	0
nc_slr1322-as|32	1	75	0	0	0	0	0	0
nc_sll0922-as|98	1	71	0	0	0	0	0	0
nc_sll1027-as|137	1	75	0	0	0	0	0	0
nc_slr0744-as2|8	1	73	0	0	0	0	0	0
nc_sll1687-as|39	1	74	0	0	0	0	0	0
nc_slr1584|83	1	73	0	0	0	0	0	0
nc_slr0415-as3|142	1	71	0	0	0	0	0	0
nc_slr0369-as2|63	1	71	0	0	0	0	0	0
nc_ncl0540|108	1	73	0	0	0	0	0	0
nc_slr1856-as|28	1	76	0	0	0	0	0	0
nc_slr0192-as|105	1	76	0	0	0	0	0	0
nc_sll0284-as2|45	1	72	0	0	0	0	0	0
nc_slr1969-as2|86	1	75	0	0	0	0	0	0
nc_slr1756|1	1	76	0	0	0	0	0	0
nc_slr1869-as|64	1	71	0	0	0	0	0	0
nc_ncr1480|187	1	74	0	0	0	0	0	0
nc_slr1305-as|12	1	75	0	0	0	0	0	0
nc_slr1187-as|75	1	71	0	0	0	0	0	0
nc_slr0604-as|64	1	72	0	0	0	0	0	0
nc_ncl1610|30	1	71	0	0	0	0	0	0
nc_slr1462-as|20	1	75	0	0	0	0	0	0
nc_sll1542|30	1	71	0	0	0	0	0	0
nc_slr1929-as|2	1	73	0	0	0	0	0	0
nc_sll1722-as|117	1	76	0	0	0	0	0	0
nc_ncl0680|117	1	75	0	0	0	0	0	0
nc_sll1253-as|21	1	72	0	0	0	0	0	0
nc_slr1403-as6|32	1	71	0	0	0	0	0	0
nc_sll0320|42	1	72	0	0	0	0	0	0
nc_slr0408|23	1	74	0	0	0	0	0	0
nc_slr1703-as|59	1	74	0	0	0	0	0	0
nc_slr0907-as2|93	1	74	0	0	0	0	0	0
nc_slr0835-as|75	1	76	0	0	0	0	0	0
nc_slr1490-as2|84	1	76	0	0	0	0	0	0
nc_sll1594-as|22	1	76	0	0	0	0	0	0
nc_sll0640|67	1	75	0	0	0	0	0	0
nc_slr0917-as|37	1	73	0	0	0	0	0	0
nc_slr1043|61	1	71	0	0	0	0	0	0
nc_sll1503-as2|45	1	76	0	0	0	0	0	0
nc_sll1253|76	1	74	0	0	0	0	0	0
nc_sll0980-as|38	1	71	0	0	0	0	0	0
nc_slr1776-as2|75	1	75	0	0	0	0	0	0
nc_slr2070-as|8	1	76	0	0	0	0	0	0
nc_sll1104-as|34	1	76	0	0	0	0	0	0
nc_slr0902|37	1	76	0	0	0	0	0	0
nc_sll1709|87	1	75	0	0	0	0	0	0
nc_sll0921-as|75	1	71	0	0	0	0	0	0
nc_slr1453-as|62	1	76	0	0	0	0	0	0
nc_sll0868|100	1	71	0	0	0	0	0	0
nc_slr1503|56	1	74	0	0	0	0	0	0
nc_sll0654-as2|5	1	75	0	0	0	0	0	0
nc_slr0366|34	1	75	0	0	0	0	0	0
nc_slr1226|52	1	71	0	0	0	0	0	0
nc_sll0621-as|35	1	74	0	0	0	0	0	0
nc_ssl0318-as|56	1	72	0	0	0	0	0	0
nc_sll1228-as|3	1	71	0	0	0	0	0	0
nc_ncr0970|44	1	73	0	0	0	0	0	0
nc_slr1928-as|98	1	76	0	0	0	0	0	0
nc_sll0921-as|92	1	71	0	0	0	0	0	0
nc_sll1691|50	1	74	0	0	0	0	0	0
nc_ncr0690|40	1	76	0	0	0	0	0	0
nc_slr0369-as2|135	1	75	0	0	0	0	0	0
nc_ncr1350|40	1	73	0	0	0	0	0	0
nc_slr0480-as|3	1	71	0	0	0	0	0	0
nc_slr0746|61	1	75	0	0	0	0	0	0
nc_sll1888-as|31	1	76	0	0	0	0	0	0
nc_sll0829-as|56	1	74	0	0	0	0	0	0
nc_slr2046|34	1	71	0	0	0	0	0	0
nc_sll1228-as|79	1	71	0	0	0	0	0	0
nc_slr1237|34	1	72	0	0	0	0	0	0
nc_sll0274-as|21	1	72	0	0	0	0	0	0
nc_slr0445|101	1	75	0	0	0	0	0	0
nc_sll0606|54	1	72	0	0	0	0	0	0
nc_sll1191-as|104	1	75	0	0	0	0	0	0
nc_sll0728-as2|108	1	76	0	0	0	0	0	0
nc_slr1828|3	1	73	0	0	0	0	0	0
nc_sll1289-as2|94	1	76	0	0	0	0	0	0
nc_sll1124-as2|25	1	71	0	0	0	0	0	0
nc_sll0541-as3|112	1	71	0	0	0	0	0	0
nc_slr0521-as2|33	1	71	0	0	0	0	0	0
nc_slr0143-as2|84	1	73	0	0	0	0	0	0
nc_sll0067-as|40	1	75	0	0	0	0	0	0
nc_sll1360|22	1	73	0	0	0	0	0	0
nc_slr1148-as|29	1	76	0	0	0	0	0	0
nc_slr1572-as|42	1	71	0	0	0	0	0	0
nc_ncr0430|36	1	71	0	0	0	0	0	0
nc_sll0754-as|37	1	74	0	0	0	0	0	0
nc_sll0268|50	1	73	0	0	0	0	0	0
nc_slr0583|88	1	76	0	0	0	0	0	0
nc_slr0658-as2|50	1	73	0	0	0	0	0	0
nc_sll1103|29	1	74	0	0	0	0	0	0
nc_sll1608-as|0	1	72	0	0	0	0	0	0
nc_slr1336|75	1	73	0	0	0	0	0	0
nc_sll0656|14	1	71	0	0	0	0	0	0
nc_sll0756-as|93	1	73	0	0	0	0	0	0
nc_ssr2315|138	1	74	0	0	0	0	0	0
nc_ncl0590|109	1	74	0	0	0	0	0	0
nc_slr0229|52	1	72	0	0	0	0	0	0
nc_sll1189|59	1	76	0	0	0	0	0	0
nc_ncr1071|63	1	74	0	0	0	0	0	0
nc_ncr1070|63	1	74	0	0	0	0	0	0
nc_sll1515-as2|83	1	71	0	0	0	0	0	0
nc_slr1939-as|16	1	71	0	0	0	0	0	0
nc_sll0869|32	1	75	0	0	0	0	0	0
nc_sll0220|34	1	76	0	0	0	0	0	0
nc_ncr0310|60	1	74	0	0	0	0	0	0
nc_slr0143-as|35	1	74	0	0	0	0	0	0
nc_sll0217-as|108	1	74	0	0	0	0	0	0
nc_ncr0460|42	1	73	0	0	0	0	0	0
nc_slr0891-as|23	1	76	0	0	0	0	0	0
nc_ncl1100|15	1	72	0	0	0	0	0	0
nc_slr1490|34	1	74	0	0	0	0	0	0
nc_slr2046-as5|35	1	71	0	0	0	0	0	0
nc_slr0993-as|24	1	73	0	0	0	0	0	0
nc_slr0865-as|79	1	73	0	0	0	0	0	0
nc_sll1898|54	1	73	0	0	0	0	0	0
nc_slr0521-as2|1	1	73	0	0	0	0	0	0
nc_slr0776|21	1	71	0	0	0	0	0	0
nc_slr0757-as2|9	1	76	0	0	0	0	0	0
nc_sll1432-as|64	1	74	0	0	0	0	0	0
nc_slr0593|51	1	75	0	0	0	0	0	0
nc_sll1064-as|42	1	73	0	0	0	0	0	0
nc_ncl1480|30	1	73	0	0	0	0	0	0
nc_slr1869-as|29	1	76	0	0	0	0	0	0
nc_slr1278|45	1	76	0	0	0	0	0	0
nc_ssr1558-as|46	1	76	0	0	0	0	0	0
nc_sll1558|77	1	72	0	0	0	0	0	0
nc_slr1490-as|47	1	71	0	0	0	0	0	0
nc_slr0039-as|53	1	71	0	0	0	0	0	0
nc_slr1926-as|66	1	74	0	0	0	0	0	0
nc_sll1041-as|102	1	71	0	0	0	0	0	0
nc_sll1247-as|29	1	74	0	0	0	0	0	0
nc_slr0779|83	1	76	0	0	0	0	0	0
nc_sll1178|54	1	72	0	0	0	0	0	0
nc_ssl0769-as|73	1	71	0	0	0	0	0	0
nc_slr0056-as3|1	1	71	0	0	0	0	0	0
nc_sll1572-as|75	1	71	0	0	0	0	0	0
nc_slr1176-as|147	1	75	0	0	0	0	0	0
nc_slr1246-as|94	1	71	0	0	0	0	0	0
nc_slr2083-as|51	1	73	0	0	0	0	0	0
nc_slr0479-as2|38	1	76	0	0	0	0	0	0
nc_slr1174|52	1	74	0	0	0	0	0	0
nc_slr0369-as|68	1	76	0	0	0	0	0	0
nc_sll1749-as|50	1	71	0	0	0	0	0	0
nc_slr1277-as|40	1	76	0	0	0	0	0	0
nc_sll1570-as|54	1	74	0	0	0	0	0	0
nc_slr0369-as|62	1	75	0	0	0	0	0	0
nc_slr1367|0	1	72	0	0	0	0	0	0
nc_slr1133|42	1	73	0	0	0	0	0	0
nc_slr1048-as|74	1	74	0	0	0	0	0	0
nc_sll0088-as|86	1	71	0	0	0	0	0	0
nc_slr1744|56	1	75	0	0	0	0	0	0
nc_sll1888|90	1	73	0	0	0	0	0	0
nc_sll1865|65	1	71	0	0	0	0	0	0
nc_slr0670|0	1	76	0	0	0	0	0	0
nc_sll0045|29	1	73	0	0	0	0	0	0
nc_slr1451|91	1	71	0	0	0	0	0	0
nc_ncl0820|39	1	75	0	0	0	0	0	0
nc_slr1537|0	1	75	0	0	0	0	0	0
nc_sll0606|7	1	74	0	0	0	0	0	0
nc_slr0868|118	1	72	0	0	0	0	0	0
nc_slr0319-as|137	1	74	0	0	0	0	0	0
nc_sll1665-as|80	1	74	0	0	0	0	0	0
nc_ncl1800|67	1	75	0	0	0	0	0	0
nc_slr0359-as2|6	1	76	0	0	0	0	0	0
nc_ncl0200|45	1	71	0	0	0	0	0	0
nc_sll1476-as|96	1	72	0	0	0	0	0	0
nc_sll0821|3	1	71	0	0	0	0	0	0
nc_ncr0210|7	1	72	0	0	0	0	0	0
nc_sll0895|19	1	73	0	0	0	0	0	0
nc_slr0483-as|62	1	73	0	0	0	0	0	0
nc_sll0993-as|27	1	74	0	0	0	0	0	0
nc_ncl0380|156	1	75	0	0	0	0	0	0
nc_slr1164-as|167	1	74	0	0	0	0	0	0
nc_ncl0650|46	1	71	0	0	0	0	0	0
nc_ssl3222-as|66	1	71	0	0	0	0	0	0
nc_sll0443-as|57	1	75	0	0	0	0	0	0
nc_slr0743-as|44	1	71	0	0	0	0	0	0
nc_slr1704|2	1	76	0	0	0	0	0	0
nc_sll0007-as|99	1	74	0	0	0	0	0	0
nc_ncr1270|32	1	74	0	0	0	0	0	0
nc_sll1988|82	1	74	0	0	0	0	0	0
nc_sll1905|7	1	73	0	0	0	0	0	0
nc_slr1705-as|35	1	72	0	0	0	0	0	0
nc_ncr0320|52	1	71	0	0	0	0	0	0
nc_slr0033-as|1	1	73	0	0	0	0	0	0
nc_sll1124-as|14	1	71	0	0	0	0	0	0
nc_slr0852|33	1	74	0	0	0	0	0	0
nc_ncr1090|68	1	74	0	0	0	0	0	0
nc_slr1751-as|25	1	75	0	0	0	0	0	0
nc_sll0648-as|48	1	71	0	0	0	0	0	0
nc_slr2027|121	1	74	0	0	0	0	0	0
nc_sll1511|36	1	73	0	0	0	0	0	0
nc_ssr1038|42	1	71	0	0	0	0	0	0
nc_sll0107|0	1	71	0	0	0	0	0	0
nc_sll1206-as|29	1	74	0	0	0	0	0	0
nc_sll1874-as|0	1	71	0	0	0	0	0	0
nc_slr0993-as2|12	1	73	0	0	0	0	0	0
nc_slr0115|72	1	71	0	0	0	0	0	0
nc_slr1501|137	1	72	0	0	0	0	0	0
nc_sll0415|115	1	73	0	0	0	0	0	0
nc_slr0378-as|32	1	74	0	0	0	0	0	0
nc_sll0541-as3|65	1	75	0	0	0	0	0	0
nc_slr0267-as|60	1	71	0	0	0	0	0	0
nc_sll1752-as|98	1	75	0	0	0	0	0	0
nc_sll0260|64	1	74	0	0	0	0	0	0
nc_slr0320-as|79	1	71	0	0	0	0	0	0
nc_sll0443-as|63	1	74	0	0	0	0	0	0
nc_sll0517|32	1	76	0	0	0	0	0	0
nc_sll1121-as|42	1	76	0	0	0	0	0	0
nc_slr1064|40	1	71	0	0	0	0	0	0
nc_slr1895|58	1	71	0	0	0	0	0	0
nc_slr0261-as2|29	1	72	0	0	0	0	0	0
nc_sll1229|14	1	73	0	0	0	0	0	0
nc_sll0944-as|45	1	71	0	0	0	0	0	0
nc_sll0204-as|85	1	71	0	0	0	0	0	0
nc_sll1721-as|168	1	74	0	0	0	0	0	0
nc_sll1561|68	1	72	0	0	0	0	0	0
nc_sll0745|59	1	72	0	0	0	0	0	0
nc_slr0688-as|30	1	72	0	0	0	0	0	0
nc_sll0163-as|48	1	71	0	0	0	0	0	0
nc_slr2098-as|47	1	75	0	0	0	0	0	0
nc_slr0798-as2|1	1	76	0	0	0	0	0	0
nc_slr1277-as|125	1	74	0	0	0	0	0	0
nc_slr0900|69	1	76	0	0	0	0	0	0
nc_slr1721-as|15	1	74	0	0	0	0	0	0
nc_sll1289-as|110	1	71	0	0	0	0	0	0
nc_slr0317-as|132	1	71	0	0	0	0	0	0
nc_sll0446|114	1	75	0	0	0	0	0	0
nc_ncr0030|41	1	71	0	0	0	0	0	0
nc_sll0027-as|143	1	76	0	0	0	0	0	0
nc_slr1910|4	1	73	0	0	0	0	0	0
nc_slr2098|96	1	76	0	0	0	0	0	0
nc_slr1729-as|103	1	72	0	0	0	0	0	0
nc_sll1820|34	1	75	0	0	0	0	0	0
nc_slr1856-as|8	1	75	0	0	0	0	0	0
nc_slr1491-as|111	1	72	0	0	0	0	0	0
nc_slr1570-as|76	1	72	0	0	0	0	0	0
nc_ssl1378-as|42	1	72	0	0	0	0	0	0
nc_sll0923|72	1	71	0	0	0	0	0	0
nc_slr2070-as|59	1	71	0	0	0	0	0	0
nc_slr0346-as|9	1	72	0	0	0	0	0	0
nc_ssr2711-as|59	1	75	0	0	0	0	0	0
nc_sll0493|58	1	71	0	0	0	0	0	0
nc_slr0084|84	1	71	0	0	0	0	0	0
nc_sll0082-as|0	1	73	0	0	0	0	0	0
nc_sll0659-as|42	1	72	0	0	0	0	0	0
nc_slr1857|141	1	74	0	0	0	0	0	0
nc_slr0993-as2|6	1	74	0	0	0	0	0	0
nc_slr0779|154	1	74	0	0	0	0	0	0
nc_slr0896|67	1	71	0	0	0	0	0	0
nc_slr1237-as|51	1	73	0	0	0	0	0	0
nc_ncl0060|23	1	73	0	0	0	0	0	0
nc_slr0467-as|2	1	74	0	0	0	0	0	0
nc_sll0765-as|35	1	73	0	0	0	0	0	0
nc_slr1103|38	1	72	0	0	0	0	0	0
nc_sll0223-as|95	1	73	0	0	0	0	0	0
nc_sll1572-as3|53	1	71	0	0	0	0	0	0
nc_slr0145-as|43	1	75	0	0	0	0	0	0
nc_slr1178|42	1	75	0	0	0	0	0	0
nc_sll0616-as2|64	1	75	0	0	0	0	0	0
nc_sll0834|39	1	75	0	0	0	0	0	0
nc_sll1730-as|115	1	75	0	0	0	0	0	0
nc_slr1451|56	1	75	0	0	0	0	0	0
nc_slr0813-as|14	1	76	0	0	0	0	0	0
nc_ncl0560|23	1	73	0	0	0	0	0	0
nc_sll0108-as|3	1	72	0	0	0	0	0	0
nc_slr1729-as|45	1	76	0	0	0	0	0	0
nc_ncr1650|110	1	74	0	0	0	0	0	0
nc_ncr0730|44	1	74	0	0	0	0	0	0
nc_slr1085-as|95	1	71	0	0	0	0	0	0
nc_sll0337-as|65	1	71	0	0	0	0	0	0
nc_sll1822|83	1	72	0	0	0	0	0	0
nc_sll1528-as2|33	1	74	0	0	0	0	0	0
nc_slr1608-as2|107	1	72	0	0	0	0	0	0
nc_ncl0080|28	1	72	0	0	0	0	0	0
nc_sll0765-as2|43	1	73	0	0	0	0	0	0
nc_ssr3122|110	1	71	0	0	0	0	0	0
nc_ncl0240|37	1	74	0	0	0	0	0	0
nc_slr0379|32	1	74	0	0	0	0	0	0
nc_sll1352|1	1	71	0	0	0	0	0	0
nc_slr0936|44	1	73	0	0	0	0	0	0
nc_slr1929-as|19	1	74	0	0	0	0	0	0
nc_slr1034-as|68	1	73	0	0	0	0	0	0
nc_ncr0650|19	1	74	0	0	0	0	0	0
nc_sll0108|111	1	72	0	0	0	0	0	0
nc_sll1283|45	1	74	0	0	0	0	0	0
nc_sll1981|29	1	74	0	0	0	0	0	0
nc_slr1476-as2|22	1	71	0	0	0	0	0	0
nc_slr1503|41	1	71	0	0	0	0	0	0
nc_sll0401-as2|88	1	76	0	0	0	0	0	0
nc_slr1901|10	1	75	0	0	0	0	0	0
nc_sll0217|38	1	72	0	0	0	0	0	0
nc_sll0406-as|9	1	74	0	0	0	0	0	0
nc_slr0758-as|47	1	74	0	0	0	0	0	0
nc_slr0031-as|82	1	71	0	0	0	0	0	0
nc_sll0217|32	1	75	0	0	0	0	0	0
nc_sll0446|3	1	76	0	0	0	0	0	0
nc_sll1578|83	1	73	0	0	0	0	0	0
nc_sll1070|54	1	74	0	0	0	0	0	0
nc_sll0337-as|74	1	76	0	0	0	0	0	0
nc_sll1334-as|64	1	71	0	0	0	0	0	0
nc_sll1800-as|119	1	71	0	0	0	0	0	0
nc_sll0540-as|24	1	75	0	0	0	0	0	0
nc_slr1147-as2|77	1	76	0	0	0	0	0	0
nc_sll0621-as2|72	1	71	0	0	0	0	0	0
nc_slr1204|107	1	73	0	0	0	0	0	0
nc_slr1919-as|129	1	71	0	0	0	0	0	0
nc_sll1730-as|79	1	71	0	0	0	0	0	0
nc_slr0877-as|31	1	75	0	0	0	0	0	0
nc_sll0679|130	1	72	0	0	0	0	0	0
nc_slr0624-as|53	1	75	0	0	0	0	0	0
nc_sll0634-as|50	1	75	0	0	0	0	0	0
nc_slr1928-as|60	1	72	0	0	0	0	0	0
nc_sll0920-as3|83	1	71	0	0	0	0	0	0
nc_slr1278|148	1	74	0	0	0	0	0	0
nc_sll0686|49	1	72	0	0	0	0	0	0
nc_slr0408-as|79	1	71	0	0	0	0	0	0
nc_slr1451|6	1	74	0	0	0	0	0	0
nc_sll1787-as|44	1	75	0	0	0	0	0	0
nc_ncl1630|102	1	71	0	0	0	0	0	0
nc_slr0151|52	1	76	0	0	0	0	0	0
nc_slr1140|33	1	71	0	0	0	0	0	0
nc_ncr0150|32	1	76	0	0	0	0	0	0
nc_ncl1710|37	1	76	0	0	0	0	0	0
nc_smr0015|21	1	76	0	0	0	0	0	0
nc_sll0273|15	1	76	0	0	0	0	0	0
nc_slr1744-as|94	1	74	0	0	0	0	0	0
nc_slr2046-as|178	1	75	0	0	0	0	0	0
nc_slr1403-as7|21	1	73	0	0	0	0	0	0
nc_slr1939|71	1	75	0	0	0	0	0	0
nc_slr1939|72	1	71	0	0	0	0	0	0
nc_slr0604-as|76	1	71	0	0	0	0	0	0
nc_ncr0790|82	1	71	0	0	0	0	0	0
nc_ncl0690|113	1	76	0	0	0	0	0	0
nc_sll1193-as|37	1	72	0	0	0	0	0	0
nc_sll1498-as|68	1	73	0	0	0	0	0	0
nc_sll1542|20	1	74	0	0	0	0	0	0
nc_slr1438|3	1	76	0	0	0	0	0	0
nc_slr1636|90	1	74	0	0	0	0	0	0
nc_slr1534-as|81	1	72	0	0	0	0	0	0
nc_sll0300-as|3	1	76	0	0	0	0	0	0
nc_ssr2848-as|70	1	76	0	0	0	0	0	0
nc_slr0169|118	1	72	0	0	0	0	0	0
nc_slr0213-as|81	1	72	0	0	0	0	0	0
nc_slr2023|41	1	72	0	0	0	0	0	0
nc_slr1103-as|3	1	74	0	0	0	0	0	0
nc_sll0876|55	1	74	0	0	0	0	0	0
nc_sll1193-as2|94	1	74	0	0	0	0	0	0
nc_smr0005|8	1	72	0	0	0	0	0	0
nc_sll1017|41	1	75	0	0	0	0	0	0
nc_slr0889|4	1	71	0	0	0	0	0	0
nc_sll0271-as|21	1	75	0	0	0	0	0	0
nc_slr2070-as2|29	1	73	0	0	0	0	0	0
nc_slr1789|62	1	71	0	0	0	0	0	0
nc_slr1079|49	1	76	0	0	0	0	0	0
nc_ncr1150|5	1	76	0	0	0	0	0	0
nc_smr0001|98	1	71	0	0	0	0	0	0
nc_slr0459-as|196	1	76	0	0	0	0	0	0
nc_sll1951-as|82	1	71	0	0	0	0	0	0
nc_slr2098|90	1	76	0	0	0	0	0	0
nc_ncr1710|17	1	76	0	0	0	0	0	0
nc_slr2043-as|61	1	74	0	0	0	0	0	0
nc_slr0522-as|139	1	76	0	0	0	0	0	0
nc_ssl0318-as|43	1	76	0	0	0	0	0	0
nc_slr0536-as|67	1	74	0	0	0	0	0	0
nc_ncr0220|59	1	71	0	0	0	0	0	0
nc_slr1415|83	1	74	0	0	0	0	0	0
nc_ncr0860|31	1	72	0	0	0	0	0	0
nc_slr0522-as|132	1	72	0	0	0	0	0	0
nc_sll1950|27	1	74	0	0	0	0	0	0
nc_ssl2667|85	1	74	0	0	0	0	0	0
nc_slr2046-as6|48	1	73	0	0	0	0	0	0
nc_ncr0690|52	1	74	0	0	0	0	0	0
nc_sll0920-as3|90	1	74	0	0	0	0	0	0
nc_sll1750|55	1	72	0	0	0	0	0	0
nc_sll0238-as|33	1	72	0	0	0	0	0	0
nc_sll0997|107	1	72	0	0	0	0	0	0
nc_sll1744-as|80	1	76	0	0	0	0	0	0
nc_ssr2554-as|57	1	72	0	0	0	0	0	0
nc_slr2046|22	1	76	0	0	0	0	0	0
nc_ssr2554-as|51	1	76	0	0	0	0	0	0
nc_ssr2848-as2|80	1	71	0	0	0	0	0	0
nc_sll0606|40	1	76	0	0	0	0	0	0
nc_sll0188-as|23	1	71	0	0	0	0	0	0
nc_slr1857-as|44	1	71	0	0	0	0	0	0
nc_sll0606|46	1	71	0	0	0	0	0	0
nc_slr1999-as|22	1	74	0	0	0	0	0	0
nc_sll1594-as|52	1	76	0	0	0	0	0	0
nc_ncr0960|29	1	75	0	0	0	0	0	0
nc_sll0830-as|38	1	71	0	0	0	0	0	0
nc_sll0587|90	1	74	0	0	0	0	0	0
nc_slr1098|98	1	75	0	0	0	0	0	0
nc_ncr0440|38	1	76	0	0	0	0	0	0
nc_sll1695-as|0	1	73	0	0	0	0	0	0
nc_sll1691-as|138	1	73	0	0	0	0	0	0
nc_slr1670|1	1	74	0	0	0	0	0	0
nc_sll0860-as|80	1	72	0	0	0	0	0	0
nc_ncr0250|102	1	74	0	0	0	0	0	0
nc_ncl0870|30	1	74	0	0	0	0	0	0
nc_sll0778-as|58	1	73	0	0	0	0	0	0
nc_slr1958|113	1	71	0	0	0	0	0	0
nc_sll0928-as3|61	1	76	0	0	0	0	0	0
nc_sll0938|57	1	74	0	0	0	0	0	0
nc_sll1119-as|5	1	74	0	0	0	0	0	0
nc_sll0274-as|53	1	71	0	0	0	0	0	0
nc_sll1268|63	1	75	0	0	0	0	0	0
nc_slr0643-as|12	1	72	0	0	0	0	0	0
nc_sll1822|54	1	75	0	0	0	0	0	0
nc_sll0712|96	1	75	0	0	0	0	0	0
nc_ncr1230|49	1	74	0	0	0	0	0	0
nc_ncr1070|97	1	73	0	0	0	0	0	0
nc_sll0257-as|0	1	76	0	0	0	0	0	0
nc_sll1191|135	1	71	0	0	0	0	0	0
nc_sll0080-as|77	1	74	0	0	0	0	0	0
nc_slr1608-as|137	1	74	0	0	0	0	0	0
nc_slr0201|74	1	73	0	0	0	0	0	0
nc_slr0697-as|129	1	71	0	0	0	0	0	0
nc_sll1496-as|23	1	73	0	0	0	0	0	0
nc_sll0309|68	1	73	0	0	0	0	0	0
nc_slr1076-as|45	1	72	0	0	0	0	0	0
nc_slr1267-as|36	1	74	0	0	0	0	0	0
nc_ncr0460|75	1	74	0	0	0	0	0	0
nc_slr0338-as|92	1	71	0	0	0	0	0	0
nc_sll0083-as|76	1	76	0	0	0	0	0	0
nc_sll0167|155	1	74	0	0	0	0	0	0
nc_slr1942-as|116	1	74	0	0	0	0	0	0
nc_slr1944-as|102	1	71	0	0	0	0	0	0
nc_sll1329|92	1	71	0	0	0	0	0	0
nc_sll0375-as|27	1	76	0	0	0	0	0	0
nc_slr0169|112	1	74	0	0	0	0	0	0
nc_ncr0280|134	1	72	0	0	0	0	0	0
nc_sll0461-as|52	1	75	0	0	0	0	0	0
nc_ncr1071|97	1	73	0	0	0	0	0	0
nc_ncr0900|4	1	73	0	0	0	0	0	0
nc_sll0909-as|73	1	71	0	0	0	0	0	0
nc_ncl0540|45	1	76	0	0	0	0	0	0
nc_slr0756-as|43	1	74	0	0	0	0	0	0
nc_sll1064-as|72	1	72	0	0	0	0	0	0
