#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
sll0938|106	1	73	1	73	100	1.9863	33.3	23
sll0938|80	1	71	1	71	100	1	34	24
sll0939|235	1	74	1	74	100	1	32.5	8
slr1298|247	1	75	1	75	100	1	32.1	3
slr1298|270	1	72	1	72	100	1	32	0
slr1298|129	1	71	1	71	100	1	33	39
sll0930|4	1	71	2	71	100	1	32.5	20.5
sll0931|78	1	76	4	76	100	2	31	9.75
sll0931|123	1	73	2	73	100	4	33.4	1.5
sll0931|31	1	71	2	71	100	2	32.4	15.5
sll0931|110	1	73	1	73	100	1.9863	33.3	0
sll0932|67	1	75	2	74	98.6667	0.986667	31.4	15.5
sll0932|127	1	74	5	74	100	1.98649	31.9	9.8
sll0933|128	1	72	1	72	100	4.97222	31.7	8
slr1290|30	1	74	3	73	98.6486	0.986486	29.9	1
sll1193|135	1	73	2	73	100	2.9726	33.2	4
sll0936|107	1	73	3	73	100	1.9726	32.7	11.7
sll0936|121	1	72	1	72	100	3	33.1	42
sll1515|104	1	75	1	75	100	1	29.3	23
sll1192|28	1	76	1	76	100	1	32.3	3
sll1511|171	1	75	1	75	100	1	31.7	23
sll1510|81	1	71	1	71	100	1	32.2	23
sll1512|31	1	74	1	74	100	1	33	27
slr1056|844	1	74	1	74	100	1	31.7	23
gltB|105	1	76	1	76	100	1	32.3	42
gltB|74	1	72	1	72	100	1	31.8	39
gltB|52	1	76	1	76	100	1	32.1	22
ssl2384|98	1	76	2	76	100	1	32.5	15
ssl2384|73	1	75	2	75	100	2	31.9	5.5
slr1053|116	1	73	3	73	100	2	30.2	1
slr1053|79	1	71	2	71	100	3	33.5	13
slr1053|41	1	71	1	71	100	2	32.3	3
slr1050|136	1	74	2	74	100	1	31	5.5
slr1050|8	1	75	3	74	98.6667	1.97333	31.4	22.3
chlH|137	1	75	1	75	100	2.98667	32.5	0
slr1753|148	1	74	7	74	100	1	31.4	1.14
frpC|188	1	74	1	74	100	7	31	3
frpC|354	1	72	1	72	100	1	32.2	3
frpC|342	1	73	1	73	100	1	31.8	3
sll1188|249	1	73	1	72	98.6301	0.986301	30	23
sll1186|355	1	71	2	71	100	1	33.2	11.5
sll1186|10	1	73	1	73	100	2	33.5	23
hsp17|83	1	71	1	71	100	1	34.1	39
hsp17|107	1	74	1	74	100	1	32.8	23
nucH|77	1	76	1	76	100	1	32.1	0
nucH|36	1	74	1	74	100	1	30.4	0
nucH|91	1	71	1	70	98.5915	0.985915	32	8
sll1500|50	1	73	1	73	100	1	32.6	23
slr1065|51	1	72	3	72	100	1	33	18.3
ssr1155|82	1	74	1	74	100	3	31.8	0
sll1503|26	1	75	1	75	100	1	33	0
sll1503|13	1	71	1	71	100	1	31.5	3
slr0695|34	1	74	1	72	97.2973	0.972973	32.9	0
sll1507|145	1	76	1	75	98.6842	0.986842	29.1	23
sll1504|141	1	71	1	71	100	1	33.5	3
sll1505|165	1	74	1	74	100	1	32	23
sll1505|34	1	71	1	71	100	1	32.6	0
slr1063|18	1	74	1	74	100	1	32.2	24
slr1846|163	1	71	2	71	100	1	32.9	12
slr1846|199	1	75	1	75	100	2	29.2	24
sll1752|117	1	74	1	71	95.9459	0.959459	32.9	3
ccsA|93	1	75	1	75	100	1	31.9	0
ccsA|157	1	72	1	72	100	1	31.8	24
ssl2920|146	1	71	1	71	100	1	33.6	3
mcpA|137	1	75	1	75	100	1	29.4	23
exbB2|70	1	73	2	72	98.6301	0.986301	31.5	13
slr1599|218	1	73	1	73	100	1.9863	32.6	24
slr1599|44	1	76	1	75	98.6842	0.986842	31.6	0
slr0967|118	1	75	1	75	100	1	32.9	3
btpA|66	1	71	3	71	100	1	32.5	9.67
btpA|97	1	71	1	71	100	3	32.8	0
ssl1923|36	1	73	1	73	100	1	32.2	8
ssl1923|76	1	72	1	71	98.6111	0.986111	32.4	22
gad|20	1	72	1	72	100	1	33	27
gad|108	1	75	1	75	100	1	32.3	0
gad|47	1	76	1	76	100	1	31.9	23
ycf19|125	1	72	1	71	98.6111	0.986111	33	0
ycf19|76	1	73	1	73	100	1	31.2	8
ycf19|5	1	71	1	71	100	1	34	0
lgt|97	1	74	1	74	100	1	31.6	0
lgt|34	1	71	1	71	100	1	30.1	22
lgt|70	1	71	1	71	100	1	31.6	7
yefA|236	1	75	3	75	100	1	33.3	3.33
psaM|43	1	75	1	75	100	2.98667	32.1	40
fmu/fmv|266	1	75	1	73	97.3333	0.973333	32.9	8
slr0686|46	1	75	1	75	100	1	31.9	8
slr0686|67	1	72	1	72	100	1	33.9	0
slr0680|177	1	73	1	73	100	1	33.2	0
slr0681|54	1	75	2	72	96	0.96	33.6	19.5
slr0681|124	1	71	1	71	100	2	32.2	23
slr1070|188	1	76	1	76	100	1	31.4	0
slr0689|13	1	74	2	74	100	1	31.1	20.5
slr0689|100	1	76	1	76	100	1.93421	32.2	0
dnaN|43	1	71	3	71	100	1	32.4	5.33
dnaN|76	1	73	1	73	100	2.9863	33.3	8
slr1052|52	1	71	1	71	100	1	33.3	0
lpxC|32	1	75	1	74	98.6667	0.986667	31.1	0
ssr2962|31	1	74	1	73	98.6486	0.986486	28.2	0
ssr2962|54	1	72	1	72	100	1	32.1	23
ssr2962|144	1	75	4	75	100	1	29.5	12.2
rfbU|148	1	73	1	73	100	4	31.9	8
sll1006|100	1	76	1	73	96.0526	0.960526	31.8	3
sll1006|43	1	73	1	73	100	1	33.9	23
sll1004|178	1	71	1	71	100	1	32.6	24
sll1004|71	1	73	1	73	100	1	34.6	24
sll1004|159	1	75	3	75	100	1	32.7	10.7
sll1004|123	1	75	1	75	100	2.98667	32.4	8
sll1004|40	1	73	1	72	98.6301	0.986301	31.5	27
sll1003|143	1	72	3	72	100	1	32.5	28
sll1003|77	1	76	1	76	100	3	32.2	23
sll1001|80	1	71	1	71	100	1	33.2	0
rfbB|56	1	74	10	74	100	1	32.3	1.4
rfbC|206	1	71	1	71	100	10	33.2	8
rfbC|166	1	72	1	72	100	1	32.7	8
slr1085|46	1	73	1	73	100	1	30	8
slr1085|73	1	75	2	74	98.6667	0.986667	32.6	4
sll0638|32	1	72	2	72	100	2.97222	32.1	16.5
rfbF|110	1	76	1	76	100	1	33	23
rfbF|43	1	74	6	73	98.6486	0.986486	33.1	15.5
rfbG|260	1	74	1	74	100	6	31.9	23
rfbG|137	1	74	1	74	100	1	31.4	0
slr0978|149	1	74	1	74	100	1	32.1	8
rfbE|289	1	71	1	71	100	1	33	8
slr0976|258	1	72	1	72	100	1	31.1	0
slr0977|175	1	73	1	73	100	1	32.9	23
slr0975|102	1	73	1	72	98.6301	0.986301	31.8	38
slr0975|188	1	74	4	74	100	1	30.8	18
slr1081|16	1	76	3	76	100	3.96053	31.8	11.3
slr1081|4	1	74	1	74	100	2.98649	32.2	40
slr1083|95	1	74	1	74	100	1	31.2	24
sll1647|20	1	75	3	75	100	1	33.1	18
sll1647|149	1	75	2	75	100	3.97333	31.4	13.5
sll1647|73	1	75	5	75	100	1	32.8	17.4
sll1647|128	1	75	2	75	100	4.97333	32.4	30.5
vapC|175	1	74	1	74	100	2	30	23
sll1643|174	1	76	1	76	100	1	32.8	8
slr1084|92	1	74	1	74	100	1	32.1	24
sll1516|11	1	72	1	72	100	1	33.4	0
slr0688|81	1	75	1	75	100	1	32	23
slr0688|96	1	72	4	71	98.6111	0.986111	33	23
slr0688|109	1	74	1	74	100	4	31.9	3
slr1082|16	1	74	1	74	100	1	32.1	0
icd|69	1	73	1	72	98.6301	0.986301	31.7	8
sll0654|98	1	71	2	71	100	1	32.6	3
sll1011|53	1	73	7	73	100	2	32.5	5.43
sll1011|125	1	71	1	71	100	7	32.2	33
thiE|184	1	74	1	74	100	1	33	42
thiE|156	1	76	1	76	100	1	30.9	0
apcD|201	1	76	2	76	100	1	31	12
apcD|44	1	72	1	72	100	1.98611	32.7	0
slr1090|235	1	75	1	75	100	1	31.2	3
slr1090|99	1	73	1	73	100	1	32.9	0
ssl1918|127	1	74	1	73	98.6486	0.986486	32.9	23
ycf20|22	1	72	1	71	98.6111	0.986111	31.3	0
slr1610|139	1	75	1	75	100	1	31.8	0
sll1652|16	1	75	1	74	98.6667	0.986667	31.4	0
sll1656|5	1	72	1	71	98.6111	0.986111	33	23
sll1656|55	1	73	5	72	98.6301	0.986301	33.1	16.2
sll1654|84	1	74	1	74	100	4.97297	31.9	24
sll1654|146	1	76	3	76	100	1	33.6	30
sll1654|118	1	75	1	75	100	3	32.1	0
sll1654|24	1	76	1	76	100	1	32.4	0
sll1200|46	1	71	1	71	100	1	32.6	24
psbU|13	1	71	1	71	100	1	32.8	8
psbU|241	1	75	1	75	100	1	32.6	3
psbU|313	1	73	3	73	100	1	33.2	3
sucC|17	1	71	1	71	100	3	32	3
slr0962|166	1	73	1	72	98.6301	0.986301	33.1	8
glnA|81	1	71	1	71	100	1	32.5	15
glnA|62	1	75	2	74	98.6667	0.986667	29.7	9
ssr3122|32	1	75	1	75	100	2	32.2	8
sll0488|45	1	71	1	71	100	1	31.9	23
sll0488|153	1	73	2	73	100	1	34.1	23
sll0489|37	1	74	1	74	100	2	30.9	23
sll0489|153	1	72	1	72	100	1	32.3	0
sll0489|194	1	76	2	75	98.6842	0.986842	32.2	13
pcnB2|66	1	71	3	71	100	2	33.4	13
pcnB2|9	1	73	1	73	100	3	32.8	33
pcnB2|153	1	72	2	72	100	1	32.6	22.5
eda|122	1	76	4	76	100	2	30.5	8.25
eda|136	1	71	4	71	100	4	31.4	18.8
eda|76	1	75	2	75	100	4.98667	32.2	20
pth|122	1	75	1	75	100	1	30.8	24
sll0480|51	1	72	1	71	98.6111	0.986111	33.5	0
sll0481|170	1	75	1	75	100	1	32.8	24
sll0481|41	1	72	1	71	98.6111	0.986111	31.9	23
sll0482|40	1	75	1	75	100	1	32.9	0
dnaJ3|120	1	74	1	74	100	1	32.6	8
sll0484|40	1	72	3	71	98.6111	0.986111	33.6	8
sll0484|19	1	72	1	72	100	2.98611	31.8	3
sll0486|201	1	75	1	75	100	1	32.8	42
sll0487|7	1	75	1	74	98.6667	0.986667	31	39
sll0286|78	1	76	1	76	100	1	32.4	8
sll0286|27	1	76	1	76	100	1	31.3	8
sll0286|134	1	72	1	72	100	1	33.9	8
sll0286|49	1	72	1	72	100	1	32.3	42
slr0798|15	1	73	1	73	100	1	33.4	27
natB|45	1	76	1	76	100	1	32.2	8
natB|89	1	76	1	76	100	1	31.4	24
alr|140	1	73	1	73	100	1	33	23
slr0797|79	1	75	1	75	100	1	32.4	3
slr0797|160	1	74	1	74	100	1	32.4	39
slr0794|144	1	74	1	73	98.6486	0.986486	33	38
slr0095|40	1	76	1	76	100	1	32.8	0
slr0498|85	1	76	1	76	100	1	31.2	8
slr0498|124	1	71	1	71	100	1	33.6	23
slr0096|130	1	72	1	72	100	1	32.7	3
slr0096|144	1	74	1	74	100	1	31.9	42
slr0096|100	1	71	1	71	100	1	33.6	3
crtO|155	1	76	2	76	100	1	32.9	4
crtO|7	1	74	1	73	98.6486	1.97297	33.4	3
crtO|124	1	73	1	73	100	1	33.7	3
gmhA|55	1	74	2	73	98.6486	0.986486	34	1.5
slr0092|106	1	71	2	71	100	2	29.7	0
slr0092|216	1	71	1	71	100	1.98592	31.2	3
sll0552|59	1	71	2	71	100	1	33.4	1.5
sll0552|6	1	74	1	73	98.6486	1.97297	33.7	3
sll0552|106	1	73	1	73	100	1	30.7	8
sll0552|74	1	75	1	74	98.6667	0.986667	31.9	3
ppd|184	1	73	9	73	100	1	34.5	1.33
slr0514|91	1	71	3	71	100	9	32.5	7.67
panD|169	1	71	1	71	100	3	33.7	0
sll0096|211	1	73	1	73	100	1	31	23
sll0095|33	1	73	1	72	98.6301	0.986301	32.8	3
sll0095|18	1	72	2	72	100	1	30.8	11.5
sll0094|19	1	71	1	71	100	2	31.6	23
sll0094|8	1	74	1	74	100	1	33	0
slr0924|139	1	76	1	75	98.6842	0.986842	32.7	23
slr0921|107	1	74	1	73	98.6486	0.986486	33.6	0
slr0921|35	1	74	1	74	100	1	31.1	23
slr0921|94	1	71	2	70	98.5915	0.985915	32.8	13
slr0921|22	1	74	1	74	100	2	31.6	8
slr0923|53	1	71	2	71	100	1	34	8
slr0923|138	1	72	4	72	100	2	32.9	12.2
ama|50	1	75	1	75	100	3.97333	31.4	39
slr0299|39	1	72	1	72	100	1	28.1	23
ssl1464|183	1	76	2	76	100	1	31.9	13
erg6|173	1	73	1	73	100	2	32.5	8
slr0846|90	1	75	1	74	98.6667	0.986667	31.6	24
slr0846|124	1	72	1	72	100	1	32.8	8
slr0845|120	1	75	1	75	100	1	32.1	3
slr0845|46	1	72	2	72	100	1	30.7	5.5
slr0842|38	1	71	1	71	100	2	30.1	0
slr0842|6	1	73	1	73	100	1	33.2	3
slr0842|140	1	74	1	72	97.2973	0.972973	34.5	39
prsA|109	1	74	2	73	98.6486	0.986486	33.6	22.5
slr0841|165	1	76	1	76	100	2	32	23
slr0082|158	1	71	1	71	100	1	33.2	3
slr0082|170	1	74	1	74	100	1	30.1	39
slr0082|98	1	71	2	71	100	1	31.6	12
slr0110|122	1	76	1	76	100	1.97368	31.8	8
hemH|77	1	75	1	75	100	1	32	24
hemH|114	1	75	2	74	98.6667	0.986667	31.6	12
slr0081|71	1	75	1	75	100	2	31.9	42
slr0086|83	1	71	1	71	100	1	33.6	3
slr0569|106	1	76	1	76	100	1	32.5	8
sll0088|70	1	72	1	72	100	1	29.8	24
sll0088|53	1	72	2	72	100	1	32.9	11.5
sll0088|11	1	75	1	75	100	1.98667	31.5	24
sll0086|155	1	74	1	74	100	1	30.8	3
ssr1041|99	1	75	1	75	100	1	31	42
ssr1041|24	1	73	1	73	100	1	31.1	0
sll0082|114	1	76	1	76	100	1	29.5	39
sll0082|101	1	71	1	71	100	1	33.1	8
slr0115|29	1	76	2	76	100	1	30.5	5.5
slr0115|203	1	73	1	73	100	2	30.5	42
slr0115|83	1	73	1	73	100	1	33.7	8
sll0585|34	1	76	1	76	100	1	30.8	3
sll0585|49	1	75	7	74	98.6667	0.986667	31.2	6.43
sll0585|64	1	71	1	71	100	7	32.8	8
rnhA|118	1	76	2	76	100	1	32.4	4
rnhA|34	1	73	2	73	100	1.9863	32.3	5.5
hisB|107	1	73	1	73	100	2	33.3	4
sll0588|42	1	71	1	71	100	1	32.9	0
sll0588|22	1	76	1	75	98.6842	0.986842	31.1	0
hisH|95	1	71	2	71	100	1	33.4	4
slr0793|76	1	72	1	72	100	1.98611	32.9	23
slr0793|106	1	72	1	71	98.6111	0.986111	32.2	3
slr0793|60	1	74	7	74	100	1	32.1	3.29
aroH|145	1	71	2	71	100	7	32.4	11.5
aroH|115	1	72	2	72	100	1.98611	33.2	5.5
aroH|68	1	74	2	74	100	2	29.4	11.5
slr0311|400	1	71	1	71	100	2	32.9	0
slr0311|598	1	74	1	74	100	1	30.6	3
slr0311|340	1	76	1	74	97.3684	0.973684	32.2	8
sll0800|189	1	71	2	71	100	1	31.2	3
slr0573|192	1	73	3	73	100	2	33	3
slr0575|73	1	71	1	71	100	3	33.1	33
slr0565|64	1	71	1	71	100	1	31.3	8
slr0565|21	1	76	1	76	100	1	29.1	3
sdhB2|163	1	73	1	73	100	1	32.7	24
sdhB2|200	1	75	1	74	98.6667	0.986667	32	0
slr0579|162	1	75	1	75	100	1	32.6	8
deaD|145	1	74	2	73	98.6486	0.986486	33.2	5.5
deaD|131	1	72	2	72	100	2	30.8	3
amt1|155	1	71	1	71	100	2	32.6	24
amt1|144	1	74	1	73	98.6486	0.986486	31.9	8
amt1|64	1	75	1	75	100	1	33.1	24
trxA3|115	1	72	2	72	100	1	32.2	12
sll0539|230	1	75	2	75	100	2	32.1	13
sll0539|159	1	74	2	74	100	1.98649	31.2	5.5
sll0539|279	1	73	1	73	100	2	33	0
ycf24|58	1	71	1	71	100	1	32.6	0
sll0596|69	1	72	1	71	98.6111	0.986111	33.6	23
sll0596|11	1	73	1	72	98.6301	0.986301	32.3	0
sll0596|115	1	74	1	74	100	1	32.9	3
sll0597|107	1	71	2	71	100	1	32	11.5
sll0597|64	1	71	1	71	100	2	33.4	0
sll0594|17	1	74	3	74	100	1	31.9	19.3
sll0594|107	1	73	1	73	100	2.9863	32.6	0
cbiP|112	1	76	2	76	100	1	33.4	4
cbiP|142	1	71	1	71	100	2	33.3	8
sll0590|220	1	72	1	72	100	1	33.3	24
slr0103|4	1	72	3	72	100	1	33.3	16
slr0103|19	1	75	3	75	100	3	32.2	8
slr0103|34	1	72	2	72	100	2.98611	32.8	8
slr0103|95	1	72	1	72	100	2	32.3	3
slr0829|202	1	73	1	72	98.6301	0.986301	29.2	23
slr0829|214	1	71	1	71	100	1	32.3	3
slr0829|123	1	76	1	75	98.6842	0.986842	32.2	42
sll0793|257	1	73	3	73	100	1	32.6	28
sll0793|159	1	76	1	76	100	3	31.2	3
sll0793|209	1	71	4	71	100	1	31.6	8
slr0105|211	1	71	1	71	100	4	32	23
kdtB|111	1	72	1	72	100	1	32.6	24
slr0091|293	1	74	1	74	100	1	31.5	0
slr0091|282	1	75	3	75	100	1	32.4	0
slr0091|309	1	71	1	71	100	3	33.2	40
sll0832|150	1	72	1	71	98.6111	0.986111	29.2	0
sll0832|122	1	75	2	75	100	1	32.6	5.5
sll0834|88	1	71	1	71	100	2	32.8	23
sll0834|109	1	72	4	72	100	1	32.2	15.8
glk|144	1	74	2	74	100	4	31.9	23
glk|61	1	73	3	73	100	2	32.8	18
glk|86	1	74	1	74	100	3	31.9	42
ycf34|75	1	72	1	72	100	1	33.6	0
rps18|27	1	76	1	76	100	1	31.6	0
rps18|172	1	73	4	72	98.6301	0.986301	31.6	5.75
slr0583|94	1	71	1	71	100	4	33.3	23
slr0583|124	1	76	1	75	98.6842	0.986842	31.7	23
slr0583|64	1	74	5	74	100	1	32.6	14
slr0582|150	1	74	1	74	100	4.98649	32.2	0
slr0582|55	1	75	3	75	100	1	32.5	11.7
slr0581|87	1	73	2	73	100	2.9726	32.9	15.5
slr0580|139	1	74	2	74	100	2	31.3	4
acs|113	1	72	1	72	100	2	32.4	23
acs|10	1	71	1	71	100	1	32.6	0
pcr|46	1	76	1	75	98.6842	0.986842	31.5	24
pcr|106	1	75	2	73	97.3333	0.973333	33.2	13.5
slr0505|150	1	75	1	75	100	1.97333	31.3	42
slr0505|131	1	76	1	76	100	1	29.4	0
slr0505|108	1	76	1	76	100	1	31.8	23
slr0503|161	1	75	2	73	97.3333	0.973333	33.5	25
slr0503|74	1	72	1	72	100	2	32.8	3
argC|100	1	76	1	76	100	1	31.4	8
merR|60	1	74	1	73	98.6486	0.986486	32.6	3
slr0788|60	1	72	1	72	100	1	31.5	0
sll0822|205	1	75	1	74	98.6667	0.986667	31.8	0
sll0821|245	1	71	5	71	100	1	32.4	8.4
sll0821|225	1	73	1	73	100	4.9726	33.6	0
ppk|232	1	73	1	72	98.6301	0.986301	32.7	3
sll0556|16	1	72	1	71	98.6111	0.986111	33	3
slr0104|52	1	71	2	71	100	1.98592	32.4	20.5
slr0104|69	1	75	2	74	98.6667	0.986667	31.9	22.5
slr0104|16	1	76	1	76	100	2	32.4	23
slr0104|37	1	74	1	74	100	1	29.6	42
ssl1533|8	1	73	5	73	100	1	31.9	33
citH|138	1	76	1	76	100	5	32.1	3
citH|37	1	73	1	73	100	1	33.4	8
slr0111|57	1	71	2	71	100	1	33.2	8
slr0111|46	1	73	1	73	100	2	33.4	3
slr0111|79	1	73	1	73	100	1	29.2	3
slr0112|38	1	71	1	71	100	1	33.4	23
slr0112|150	1	71	1	71	100	1	28.3	24
slr0114|20	1	74	1	74	100	1	32.3	5
slr0114|99	1	75	2	75	100	1.98667	32.6	1.5
slr0114|48	1	71	1	71	100	1	31.2	24
pykF2|64	1	74	5	74	100	1	31.4	16.2
pykF2|52	1	75	1	75	100	4.97333	31.4	3
slr0116|42	1	76	2	75	98.6842	0.986842	33.4	8
slr0116|53	1	73	1	73	100	2	33.4	3
cbiE|237	1	73	1	73	100	1	32.1	39
sll0586|246	1	71	1	71	100	1	31.8	22
sll0586|181	1	76	3	76	100	1	31.5	14.7
sll0586|116	1	75	1	75	100	3	31.5	3
sll0833|100	1	71	3	71	100	1	33.2	0
sll0833|111	1	71	1	71	100	3	33.2	8
slr0300|126	1	71	1	71	100	1	29.9	0
slr0300|243	1	73	1	73	100	1	33.9	23
slr0303|96	1	72	1	71	98.6111	0.986111	31.9	23
slr0302|118	1	73	1	73	100	1	31	39
slr0305|226	1	74	1	74	100	1	32.6	0
slr0304|160	1	76	1	76	100	1	32.3	8
slr0304|46	1	76	2	74	97.3684	0.973684	32.7	23
slr0304|130	1	73	1	73	100	2	32	0
slr0619|152	1	76	1	75	98.6842	0.986842	32.2	3
slr0619|135	1	71	2	71	100	1	31.7	1.5
slr0619|170	1	71	1	71	100	2	32.4	23
slr0306|107	1	71	1	71	100	1	32.4	0
slr0617|146	1	74	1	74	100	1	31.9	0
slr0616|144	1	76	1	74	97.3684	0.973684	31.4	8
slr0616|34	1	72	1	71	98.6111	0.986111	33.5	3
slr0615|94	1	72	1	72	100	1	31.4	8
slr0615|205	1	71	1	71	100	1	30	8
slr0615|147	1	73	1	73	100	1	33.3	0
ssl1690|197	1	72	1	72	100	1	32.4	23
ssl1690|86	1	71	2	71	100	1	33.2	32.5
slr0825|173	1	74	1	74	100	2	31.3	23
sgl0001|39	1	76	2	76	100	1	31.3	23
slr0516|44	1	76	1	76	100	1.97368	31.4	3
slr0517|107	1	75	1	75	100	1	31.9	23
slr0510|111	1	73	4	72	98.6301	0.986301	31.6	2.75
slr0511|495	1	73	2	73	100	4	32.2	0
slr0513|75	1	73	2	71	97.2603	1.94521	33.1	13.5
slr0513|110	1	71	1	71	100	2	33	23
slr0513|91	1	75	1	75	100	1	32.5	42
sll0797|143	1	74	1	74	100	1	32.9	8
sll0103|52	1	76	2	76	100	1	32.8	24
sll0103|146	1	75	1	75	100	1.98667	31.8	8
sll0102|19	1	72	1	72	100	1	32.4	8
sll0102|40	1	72	1	72	100	1	33.3	42
slr0800|20	1	72	1	72	100	1	29.8	8
slr0800|384	1	76	1	76	100	1	32.9	3
slr0108|131	1	72	1	72	100	1	33.8	8
slr0108|156	1	71	1	71	100	1	33	3
sll0098|18	1	72	2	72	100	1	33.5	0
sll0098|75	1	71	1	71	100	2	33.3	23
sll0098|4	1	73	1	72	98.6301	0.986301	33.4	8
ycf16|163	1	76	2	75	98.6842	0.986842	32	3
ycf16|98	1	73	1	73	100	2	31.3	8
sll0798|106	1	71	1	71	100	1	32	3
sll0798|22	1	72	2	72	100	1	31.8	21
sll0798|118	1	76	4	76	100	1.98684	31.6	2.75
thiC|145	1	71	3	71	100	4	32.7	13.3
thiC|61	1	72	1	72	100	3	33	8
thiC|165	1	75	1	75	100	1	33	24
sll0787|167	1	72	1	72	100	1	31.9	0
sll0787|73	1	75	1	75	100	1	30.8	23
sll0787|144	1	76	1	74	97.3684	0.973684	31.2	3
sll0282|106	1	74	2	74	100	1	32.4	4
sll0282|213	1	71	1	71	100	2	32.8	3
sll0283|183	1	73	1	73	100	1	33.6	23
sll0280|57	1	71	1	71	100	1	32.4	3
sll0280|110	1	76	1	75	98.6842	0.986842	29.3	39
sll0281|64	1	74	2	73	98.6486	0.986486	32	13.5
nreB|59	1	76	1	76	100	2	31.9	23
slr0316|554	1	72	1	72	100	1	33	7
slr0316|366	1	74	3	74	100	1	31.7	12.3
slr0316|514	1	75	6	75	100	3	31.3	18
abfB|43	1	73	1	73	100	6	33	3
slr0314|3	1	73	1	73	100	1	33	8
slr0312|5	1	74	1	73	98.6486	0.986486	33	5
slr0312|86	1	76	1	75	98.6842	0.986842	32.9	40
merR2|224	1	74	1	74	100	1	32.4	0
dnaB|68	1	75	1	75	100	1	31.2	8
ssl1045|119	1	71	1	71	100	1	34	0
sll0789|454	1	72	1	72	100	1	29.6	0
slr0315|40	1	71	1	71	100	1	33.1	3
slr0315|282	1	72	2	71	98.6111	0.986111	29.6	1.5
sll0546|87	1	71	3	71	100	2	32.4	2.67
fus3|37	1	72	2	72	100	2.97222	32.9	11.5
fus3|48	1	74	1	74	100	1.95946	33.1	23
rfbB3|128	1	74	1	74	100	1	31.8	23
ssl1552|163	1	76	1	75	98.6842	0.986842	31.2	0
ssl1552|221	1	72	2	72	100	1	32.7	1.5
ssl1552|210	1	74	1	73	98.6486	1.97297	32.9	0
slr0801|287	1	72	1	71	98.6111	0.986111	32.3	0
umuC|26	1	72	1	71	98.6111	0.986111	32.9	4
slr0121|40	1	71	1	70	98.5915	0.985915	32.4	42
purM|118	1	74	3	74	100	1	31.5	0
purM|166	1	76	1	76	100	2.93421	32.3	17
slr0522|64	1	71	1	71	100	1	33.4	24
ssr1038|147	1	76	3	76	100	1	33	16
ssr1038|112	1	75	1	75	100	3	31.6	24
ssr1038|7	1	74	1	72	97.2973	0.972973	32.9	0
queA|35	1	75	4	75	100	1	32.5	2.25
ftrC|224	1	71	4	71	100	4	32.7	4.75
ftrC|159	1	73	1	73	100	3.9726	32.1	0
rapQ|62	1	71	1	71	100	1	33.4	8
rapQ|98	1	71	3	71	100	1	33.7	13.3
rapQ|49	1	73	1	73	100	3	33.2	0
sll0478|124	1	75	2	75	100	1	32.5	11
thrS|74	1	71	1	71	100	2	33.3	23
slr0120|6	1	75	1	75	100	1	32.1	3
sll0471|7	1	72	1	72	100	1	32.5	3
sll0471|81	1	71	1	71	100	1	30.4	0
sll0473|52	1	71	1	71	100	1	32.7	8
sll0473|104	1	71	1	71	100	1	33	0
sll0474|41	1	73	1	73	100	1	33	27
sll0474|163	1	75	2	73	97.3333	0.973333	32.8	17.5
sll0477|132	1	76	1	76	100	2	31.9	3
sll0477|52	1	73	2	73	100	1	34.4	0
sll0477|163	1	71	1	71	100	2	33.2	3
slr0626|9	1	71	1	71	100	1	34	0
slr0789|201	1	71	1	71	100	1	32.9	0
slr0789|52	1	73	1	72	98.6301	0.986301	33.2	0
slr0787|133	1	73	2	73	100	1	32	23.5
gspE2|10	1	74	1	74	100	1.98649	32.7	23
sll0783|87	1	75	3	75	100	1	32.8	21.7
sll0785|157	1	76	2	76	100	2.97368	30	0
sll0545|283	1	73	1	72	98.6301	1.9726	33.6	3
sll0545|209	1	74	1	73	98.6486	0.986486	33.6	8
sll0544|81	1	73	1	72	98.6301	0.986301	31.9	3
sll0544|44	1	73	1	73	100	1	34.8	42
sll0544|114	1	74	1	73	98.6486	0.986486	32.4	0
sll0547|177	1	76	2	76	100	1	31.4	4
slr0078|48	1	72	5	72	100	1.97222	32.5	5.4
slr0078|98	1	73	2	73	100	4.9863	32	4
slr0078|122	1	73	4	72	98.6301	1.9726	31.2	14.2
slr0078|37	1	73	1	73	100	3.9863	33.4	0
slr0078|25	1	73	4	73	100	1	32.9	2.75
sll0540|135	1	72	1	72	100	3.95833	32.2	8
sll0540|113	1	72	4	72	100	1	33.8	12
sll0543|79	1	73	1	73	100	4	31.9	42
sll0543|22	1	75	1	75	100	1	32.3	8
fraH|12	1	76	1	76	100	1	32	23
map2|156	1	72	7	72	100	1	31.8	20.9
map1|117	1	74	2	74	100	7	31.7	5.5
map1|68	1	74	1	74	100	1.98649	32	24
cyp2|33	1	73	1	73	100	1	33.4	23
slr0076|19	1	75	2	75	100	1	33.2	15.5
slr0076|168	1	74	1	74	100	2	32.2	8
slr0076|88	1	73	1	73	100	1	31.1	3
slr0076|73	1	72	1	72	100	1	32.7	3
slr0309|101	1	71	1	71	100	1	32.7	42
slr0309|167	1	71	1	71	100	1	30.6	8
sll1333|67	1	76	1	76	100	1	29.4	42
sll1333|144	1	73	1	73	100	1	30.6	8
sll1333|89	1	76	1	76	100	1	31.2	42
